hero1,hero2,Friendship
PSYLOCKE/ELISABETH B,MIRAGE II/DANIELLE M,89
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN ,48
PSYLOCKE/ELISABETH B,HAVOK/ALEX SUMMERS ,73
HAVOK/ALEX SUMMERS ,WARLOCK III,60
HAVOK/ALEX SUMMERS ,SUNSPOT/ROBERTO DACO,8
HAVOK/ALEX SUMMERS ,DAZZLER II/ALLISON B,62
HAVOK/ALEX SUMMERS ,MAGIK/ILLYANA RASPUT,91
HAVOK/ALEX SUMMERS ,ROGUE /,56
HAVOK/ALEX SUMMERS ,COLOSSUS II/PETER RA,32
HAVOK/ALEX SUMMERS ,GATEWAY,53
HAVOK/ALEX SUMMERS ,MAGNETO/MAGNUS/ERIC ,63
HAVOK/ALEX SUMMERS ,CANNONBALL II/SAM GU,98
HAVOK/ALEX SUMMERS ,LONGSHOT,27
HAVOK/ALEX SUMMERS ,SUMMERS-MADELYNE MA,51
HAVOK/ALEX SUMMERS ,MIRAGE II/DANIELLE M,31
HAVOK/ALEX SUMMERS ,WOLVERINE/LOGAN ,23
WOLVERINE/LOGAN ,WARLOCK III,70
WOLVERINE/LOGAN ,SUNSPOT/ROBERTO DACO,66
WOLVERINE/LOGAN ,DAZZLER II/ALLISON B,44
WOLVERINE/LOGAN ,MAGIK/ILLYANA RASPUT,7
WOLVERINE/LOGAN ,ROGUE /,68
WOLVERINE/LOGAN ,COLOSSUS II/PETER RA,38
WOLVERINE/LOGAN ,GATEWAY,33
WOLVERINE/LOGAN ,MAGNETO/MAGNUS/ERIC ,84
WOLVERINE/LOGAN ,CANNONBALL II/SAM GU,60
WOLVERINE/LOGAN ,LONGSHOT,87
WOLVERINE/LOGAN ,SUMMERS-MADELYNE MA,77
WOLVERINE/LOGAN ,MIRAGE II/DANIELLE M,16
MIRAGE II/DANIELLE M,WARLOCK III,53
MIRAGE II/DANIELLE M,SUNSPOT/ROBERTO DACO,56
MIRAGE II/DANIELLE M,DAZZLER II/ALLISON B,77
MIRAGE II/DANIELLE M,MAGIK/ILLYANA RASPUT,97
MIRAGE II/DANIELLE M,ROGUE /,30
MIRAGE II/DANIELLE M,COLOSSUS II/PETER RA,84
MIRAGE II/DANIELLE M,GATEWAY,40
MIRAGE II/DANIELLE M,MAGNETO/MAGNUS/ERIC ,84
MIRAGE II/DANIELLE M,CANNONBALL II/SAM GU,81
MIRAGE II/DANIELLE M,LONGSHOT,3
MIRAGE II/DANIELLE M,SUMMERS-MADELYNE MA,72
SUMMERS-MADELYNE MA,WARLOCK III,53
SUMMERS-MADELYNE MA,SUNSPOT/ROBERTO DACO,25
SUMMERS-MADELYNE MA,DAZZLER II/ALLISON B,61
SUMMERS-MADELYNE MA,MAGIK/ILLYANA RASPUT,45
SUMMERS-MADELYNE MA,ROGUE /,82
SUMMERS-MADELYNE MA,COLOSSUS II/PETER RA,75
SUMMERS-MADELYNE MA,GATEWAY,65
SUMMERS-MADELYNE MA,MAGNETO/MAGNUS/ERIC ,18
SUMMERS-MADELYNE MA,CANNONBALL II/SAM GU,78
SUMMERS-MADELYNE MA,LONGSHOT,70
LONGSHOT,WARLOCK III,65
LONGSHOT,SUNSPOT/ROBERTO DACO,36
LONGSHOT,DAZZLER II/ALLISON B,90
LONGSHOT,MAGIK/ILLYANA RASPUT,35
LONGSHOT,ROGUE /,43
LONGSHOT,COLOSSUS II/PETER RA,16
LONGSHOT,GATEWAY,32
LONGSHOT,MAGNETO/MAGNUS/ERIC ,46
LONGSHOT,CANNONBALL II/SAM GU,57
CANNONBALL II/SAM GU,WARLOCK III,95
CANNONBALL II/SAM GU,SUNSPOT/ROBERTO DACO,26
CANNONBALL II/SAM GU,DAZZLER II/ALLISON B,4
CANNONBALL II/SAM GU,MAGIK/ILLYANA RASPUT,31
CANNONBALL II/SAM GU,ROGUE /,77
CANNONBALL II/SAM GU,COLOSSUS II/PETER RA,16
CANNONBALL II/SAM GU,GATEWAY,67
CANNONBALL II/SAM GU,MAGNETO/MAGNUS/ERIC ,44
MAGNETO/MAGNUS/ERIC ,WARLOCK III,45
MAGNETO/MAGNUS/ERIC ,SUNSPOT/ROBERTO DACO,21
MAGNETO/MAGNUS/ERIC ,DAZZLER II/ALLISON B,59
MAGNETO/MAGNUS/ERIC ,MAGIK/ILLYANA RASPUT,57
MAGNETO/MAGNUS/ERIC ,ROGUE /,5
MAGNETO/MAGNUS/ERIC ,COLOSSUS II/PETER RA,37
MAGNETO/MAGNUS/ERIC ,GATEWAY,24
GATEWAY,WARLOCK III,51
GATEWAY,SUNSPOT/ROBERTO DACO,19
GATEWAY,DAZZLER II/ALLISON B,12
GATEWAY,MAGIK/ILLYANA RASPUT,79
GATEWAY,ROGUE /,69
GATEWAY,COLOSSUS II/PETER RA,58
COLOSSUS II/PETER RA,WARLOCK III,93
COLOSSUS II/PETER RA,SUNSPOT/ROBERTO DACO,28
COLOSSUS II/PETER RA,DAZZLER II/ALLISON B,85
COLOSSUS II/PETER RA,MAGIK/ILLYANA RASPUT,22
COLOSSUS II/PETER RA,ROGUE /,23
ROGUE /,WARLOCK III,67
ROGUE /,SUNSPOT/ROBERTO DACO,35
ROGUE /,DAZZLER II/ALLISON B,26
ROGUE /,MAGIK/ILLYANA RASPUT,84
MAGIK/ILLYANA RASPUT,WARLOCK III,49
MAGIK/ILLYANA RASPUT,SUNSPOT/ROBERTO DACO,8
MAGIK/ILLYANA RASPUT,DAZZLER II/ALLISON B,28
DAZZLER II/ALLISON B,WARLOCK III,52
DAZZLER II/ALLISON B,SUNSPOT/ROBERTO DACO,13
SUNSPOT/ROBERTO DACO,WARLOCK III,88
COLOSSUS II/PETER RA,ROGUE /,60
COLOSSUS II/PETER RA,MIRAGE II/DANIELLE M,52
COLOSSUS II/PETER RA,WARLOCK III,66
COLOSSUS II/PETER RA,SUNSPOT/ROBERTO DACO,32
COLOSSUS II/PETER RA,WOLVERINE/LOGAN ,74
COLOSSUS II/PETER RA,LONGSHOT,84
COLOSSUS II/PETER RA,DAZZLER II/ALLISON B,27
COLOSSUS II/PETER RA,SUMMERS-MADELYNE MA,40
COLOSSUS II/PETER RA,WOLFSBANE/RAHNE SINC,51
COLOSSUS II/PETER RA,STORM/ORORO MUNROE S,12
COLOSSUS II/PETER RA,S'YM,45
COLOSSUS II/PETER RA,HAVOK/ALEX SUMMERS ,99
COLOSSUS II/PETER RA,CANNONBALL II/SAM GU,39
COLOSSUS II/PETER RA,MAGIK/ILLYANA RASPUT,100
COLOSSUS II/PETER RA,GATEWAY,92
GATEWAY,ROGUE /,41
GATEWAY,MIRAGE II/DANIELLE M,48
GATEWAY,WARLOCK III,23
GATEWAY,SUNSPOT/ROBERTO DACO,25
GATEWAY,WOLVERINE/LOGAN ,8
GATEWAY,LONGSHOT,38
GATEWAY,DAZZLER II/ALLISON B,43
GATEWAY,SUMMERS-MADELYNE MA,96
GATEWAY,WOLFSBANE/RAHNE SINC,54
GATEWAY,STORM/ORORO MUNROE S,49
GATEWAY,S'YM,17
GATEWAY,HAVOK/ALEX SUMMERS ,86
GATEWAY,CANNONBALL II/SAM GU,98
GATEWAY,MAGIK/ILLYANA RASPUT,52
MAGIK/ILLYANA RASPUT,ROGUE /,77
MAGIK/ILLYANA RASPUT,MIRAGE II/DANIELLE M,61
MAGIK/ILLYANA RASPUT,WARLOCK III,75
MAGIK/ILLYANA RASPUT,SUNSPOT/ROBERTO DACO,20
MAGIK/ILLYANA RASPUT,WOLVERINE/LOGAN ,82
MAGIK/ILLYANA RASPUT,LONGSHOT,7
MAGIK/ILLYANA RASPUT,DAZZLER II/ALLISON B,13
MAGIK/ILLYANA RASPUT,SUMMERS-MADELYNE MA,74
MAGIK/ILLYANA RASPUT,WOLFSBANE/RAHNE SINC,40
MAGIK/ILLYANA RASPUT,STORM/ORORO MUNROE S,71
MAGIK/ILLYANA RASPUT,S'YM,30
MAGIK/ILLYANA RASPUT,HAVOK/ALEX SUMMERS ,21
MAGIK/ILLYANA RASPUT,CANNONBALL II/SAM GU,57
CANNONBALL II/SAM GU,ROGUE /,57
CANNONBALL II/SAM GU,MIRAGE II/DANIELLE M,93
CANNONBALL II/SAM GU,WARLOCK III,63
CANNONBALL II/SAM GU,SUNSPOT/ROBERTO DACO,72
CANNONBALL II/SAM GU,WOLVERINE/LOGAN ,58
CANNONBALL II/SAM GU,LONGSHOT,3
CANNONBALL II/SAM GU,DAZZLER II/ALLISON B,30
CANNONBALL II/SAM GU,SUMMERS-MADELYNE MA,8
CANNONBALL II/SAM GU,WOLFSBANE/RAHNE SINC,67
CANNONBALL II/SAM GU,STORM/ORORO MUNROE S,70
CANNONBALL II/SAM GU,S'YM,11
CANNONBALL II/SAM GU,HAVOK/ALEX SUMMERS ,81
HAVOK/ALEX SUMMERS ,ROGUE /,15
HAVOK/ALEX SUMMERS ,MIRAGE II/DANIELLE M,6
HAVOK/ALEX SUMMERS ,WARLOCK III,19
HAVOK/ALEX SUMMERS ,SUNSPOT/ROBERTO DACO,68
HAVOK/ALEX SUMMERS ,WOLVERINE/LOGAN ,85
HAVOK/ALEX SUMMERS ,LONGSHOT,73
HAVOK/ALEX SUMMERS ,DAZZLER II/ALLISON B,72
HAVOK/ALEX SUMMERS ,SUMMERS-MADELYNE MA,71
HAVOK/ALEX SUMMERS ,WOLFSBANE/RAHNE SINC,36
HAVOK/ALEX SUMMERS ,STORM/ORORO MUNROE S,69
HAVOK/ALEX SUMMERS ,S'YM,5
S'YM,ROGUE /,77
S'YM,MIRAGE II/DANIELLE M,4
S'YM,WARLOCK III,60
S'YM,SUNSPOT/ROBERTO DACO,19
S'YM,WOLVERINE/LOGAN ,48
S'YM,LONGSHOT,98
S'YM,DAZZLER II/ALLISON B,29
S'YM,SUMMERS-MADELYNE MA,81
S'YM,WOLFSBANE/RAHNE SINC,49
S'YM,STORM/ORORO MUNROE S,11
STORM/ORORO MUNROE S,ROGUE /,36
STORM/ORORO MUNROE S,MIRAGE II/DANIELLE M,17
STORM/ORORO MUNROE S,WARLOCK III,69
STORM/ORORO MUNROE S,SUNSPOT/ROBERTO DACO,41
STORM/ORORO MUNROE S,WOLVERINE/LOGAN ,44
STORM/ORORO MUNROE S,LONGSHOT,15
STORM/ORORO MUNROE S,DAZZLER II/ALLISON B,49
STORM/ORORO MUNROE S,SUMMERS-MADELYNE MA,15
STORM/ORORO MUNROE S,WOLFSBANE/RAHNE SINC,17
WOLFSBANE/RAHNE SINC,ROGUE /,32
WOLFSBANE/RAHNE SINC,MIRAGE II/DANIELLE M,16
WOLFSBANE/RAHNE SINC,WARLOCK III,11
WOLFSBANE/RAHNE SINC,SUNSPOT/ROBERTO DACO,40
WOLFSBANE/RAHNE SINC,WOLVERINE/LOGAN ,47
WOLFSBANE/RAHNE SINC,LONGSHOT,63
WOLFSBANE/RAHNE SINC,DAZZLER II/ALLISON B,34
WOLFSBANE/RAHNE SINC,SUMMERS-MADELYNE MA,70
SUMMERS-MADELYNE MA,ROGUE /,9
SUMMERS-MADELYNE MA,MIRAGE II/DANIELLE M,1
SUMMERS-MADELYNE MA,WARLOCK III,71
SUMMERS-MADELYNE MA,SUNSPOT/ROBERTO DACO,7
SUMMERS-MADELYNE MA,WOLVERINE/LOGAN ,48
SUMMERS-MADELYNE MA,LONGSHOT,92
SUMMERS-MADELYNE MA,DAZZLER II/ALLISON B,54
DAZZLER II/ALLISON B,ROGUE /,11
DAZZLER II/ALLISON B,MIRAGE II/DANIELLE M,95
DAZZLER II/ALLISON B,WARLOCK III,25
DAZZLER II/ALLISON B,SUNSPOT/ROBERTO DACO,93
DAZZLER II/ALLISON B,WOLVERINE/LOGAN ,62
DAZZLER II/ALLISON B,LONGSHOT,99
LONGSHOT,ROGUE /,2
LONGSHOT,MIRAGE II/DANIELLE M,96
LONGSHOT,WARLOCK III,58
LONGSHOT,SUNSPOT/ROBERTO DACO,92
LONGSHOT,WOLVERINE/LOGAN ,65
WOLVERINE/LOGAN ,ROGUE /,88
WOLVERINE/LOGAN ,MIRAGE II/DANIELLE M,65
WOLVERINE/LOGAN ,WARLOCK III,25
WOLVERINE/LOGAN ,SUNSPOT/ROBERTO DACO,6
SUNSPOT/ROBERTO DACO,ROGUE /,47
SUNSPOT/ROBERTO DACO,MIRAGE II/DANIELLE M,78
SUNSPOT/ROBERTO DACO,WARLOCK III,59
WARLOCK III,ROGUE /,53
WARLOCK III,MIRAGE II/DANIELLE M,34
MIRAGE II/DANIELLE M,ROGUE /,58
GRIFFITH-D.W.,MACE,75
GRIFFITH-D.W.,CAGE-LUKE/CARL LUCA,72
CAGE-LUKE/CARL LUCA,MACE,42
RANSOME-JENNIFER AM,DAZZLER II/ALLISON B,51
RANSOME-JENNIFER AM,STORM/ORORO MUNROE S,1
RANSOME-JENNIFER AM,SUMMERS-MADELYNE MA,63
RANSOME-JENNIFER AM,WOLVERINE/LOGAN ,18
RANSOME-JENNIFER AM,ROGUE /,51
RANSOME-JENNIFER AM,MOREAU-PHILLIP,30
RANSOME-JENNIFER AM,MOREAU-DAVID,75
RANSOME-JENNIFER AM,HAVOK/ALEX SUMMERS ,12
RANSOME-JENNIFER AM,COLOSSUS II/PETER RA,59
RANSOME-JENNIFER AM,LONGSHOT,10
RANSOME-JENNIFER AM,PSYLOCKE/ELISABETH B,40
PSYLOCKE/ELISABETH B,DAZZLER II/ALLISON B,91
PSYLOCKE/ELISABETH B,STORM/ORORO MUNROE S,89
PSYLOCKE/ELISABETH B,SUMMERS-MADELYNE MA,8
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN ,38
PSYLOCKE/ELISABETH B,ROGUE /,16
PSYLOCKE/ELISABETH B,MOREAU-PHILLIP,68
PSYLOCKE/ELISABETH B,MOREAU-DAVID,56
PSYLOCKE/ELISABETH B,HAVOK/ALEX SUMMERS ,20
PSYLOCKE/ELISABETH B,COLOSSUS II/PETER RA,4
PSYLOCKE/ELISABETH B,LONGSHOT,60
LONGSHOT,DAZZLER II/ALLISON B,70
LONGSHOT,STORM/ORORO MUNROE S,24
LONGSHOT,SUMMERS-MADELYNE MA,41
LONGSHOT,WOLVERINE/LOGAN ,67
LONGSHOT,ROGUE /,38
LONGSHOT,MOREAU-PHILLIP,25
LONGSHOT,MOREAU-DAVID,80
LONGSHOT,HAVOK/ALEX SUMMERS ,39
LONGSHOT,COLOSSUS II/PETER RA,48
COLOSSUS II/PETER RA,DAZZLER II/ALLISON B,92
COLOSSUS II/PETER RA,STORM/ORORO MUNROE S,34
COLOSSUS II/PETER RA,SUMMERS-MADELYNE MA,64
COLOSSUS II/PETER RA,WOLVERINE/LOGAN ,37
COLOSSUS II/PETER RA,ROGUE /,43
COLOSSUS II/PETER RA,MOREAU-PHILLIP,40
COLOSSUS II/PETER RA,MOREAU-DAVID,73
COLOSSUS II/PETER RA,HAVOK/ALEX SUMMERS ,61
HAVOK/ALEX SUMMERS ,DAZZLER II/ALLISON B,6
HAVOK/ALEX SUMMERS ,STORM/ORORO MUNROE S,84
HAVOK/ALEX SUMMERS ,SUMMERS-MADELYNE MA,70
HAVOK/ALEX SUMMERS ,WOLVERINE/LOGAN ,36
HAVOK/ALEX SUMMERS ,ROGUE /,24
HAVOK/ALEX SUMMERS ,MOREAU-PHILLIP,80
HAVOK/ALEX SUMMERS ,MOREAU-DAVID,48
MOREAU-DAVID,DAZZLER II/ALLISON B,95
MOREAU-DAVID,STORM/ORORO MUNROE S,80
MOREAU-DAVID,SUMMERS-MADELYNE MA,94
MOREAU-DAVID,WOLVERINE/LOGAN ,22
MOREAU-DAVID,ROGUE /,5
MOREAU-DAVID,MOREAU-PHILLIP,44
MOREAU-PHILLIP,DAZZLER II/ALLISON B,65
MOREAU-PHILLIP,STORM/ORORO MUNROE S,8
MOREAU-PHILLIP,SUMMERS-MADELYNE MA,39
MOREAU-PHILLIP,WOLVERINE/LOGAN ,85
MOREAU-PHILLIP,ROGUE /,90
ROGUE /,DAZZLER II/ALLISON B,10
ROGUE /,STORM/ORORO MUNROE S,53
ROGUE /,SUMMERS-MADELYNE MA,23
ROGUE /,WOLVERINE/LOGAN ,9
WOLVERINE/LOGAN ,DAZZLER II/ALLISON B,99
WOLVERINE/LOGAN ,STORM/ORORO MUNROE S,22
WOLVERINE/LOGAN ,SUMMERS-MADELYNE MA,52
SUMMERS-MADELYNE MA,DAZZLER II/ALLISON B,64
SUMMERS-MADELYNE MA,STORM/ORORO MUNROE S,21
STORM/ORORO MUNROE S,DAZZLER II/ALLISON B,7
LONGSHOT,WOLVERINE/LOGAN ,3
LONGSHOT,HAVOK/ALEX SUMMERS ,33
LONGSHOT,S'YM,65
LONGSHOT,STORM/ORORO MUNROE S,90
LONGSHOT,ROGUE /,61
LONGSHOT,CONOVER-REV. WILLIA,56
LONGSHOT,SUMMERS-MADELYNE MA,20
LONGSHOT,DAZZLER II/ALLISON B,64
LONGSHOT,TILBY-TRISH/PATRICI,16
LONGSHOT,PSYLOCKE/ELISABETH B,24
LONGSHOT,GATEWAY,25
LONGSHOT,COLOSSUS II/PETER RA,14
LONGSHOT,CONOVER-HANNAH,73
CONOVER-HANNAH,WOLVERINE/LOGAN ,3
CONOVER-HANNAH,HAVOK/ALEX SUMMERS ,18
CONOVER-HANNAH,S'YM,23
CONOVER-HANNAH,STORM/ORORO MUNROE S,1
CONOVER-HANNAH,ROGUE /,47
CONOVER-HANNAH,CONOVER-REV. WILLIA,99
CONOVER-HANNAH,SUMMERS-MADELYNE MA,22
CONOVER-HANNAH,DAZZLER II/ALLISON B,80
CONOVER-HANNAH,TILBY-TRISH/PATRICI,32
CONOVER-HANNAH,PSYLOCKE/ELISABETH B,97
CONOVER-HANNAH,GATEWAY,2
CONOVER-HANNAH,COLOSSUS II/PETER RA,50
COLOSSUS II/PETER RA,WOLVERINE/LOGAN ,80
COLOSSUS II/PETER RA,HAVOK/ALEX SUMMERS ,67
COLOSSUS II/PETER RA,S'YM,89
COLOSSUS II/PETER RA,STORM/ORORO MUNROE S,49
COLOSSUS II/PETER RA,ROGUE /,61
COLOSSUS II/PETER RA,CONOVER-REV. WILLIA,11
COLOSSUS II/PETER RA,SUMMERS-MADELYNE MA,91
COLOSSUS II/PETER RA,DAZZLER II/ALLISON B,88
COLOSSUS II/PETER RA,TILBY-TRISH/PATRICI,68
COLOSSUS II/PETER RA,PSYLOCKE/ELISABETH B,78
COLOSSUS II/PETER RA,GATEWAY,38
GATEWAY,WOLVERINE/LOGAN ,95
GATEWAY,HAVOK/ALEX SUMMERS ,34
GATEWAY,S'YM,59
GATEWAY,STORM/ORORO MUNROE S,97
GATEWAY,ROGUE /,25
GATEWAY,CONOVER-REV. WILLIA,18
GATEWAY,SUMMERS-MADELYNE MA,45
GATEWAY,DAZZLER II/ALLISON B,34
GATEWAY,TILBY-TRISH/PATRICI,25
GATEWAY,PSYLOCKE/ELISABETH B,16
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN ,16
PSYLOCKE/ELISABETH B,HAVOK/ALEX SUMMERS ,82
PSYLOCKE/ELISABETH B,S'YM,26
PSYLOCKE/ELISABETH B,STORM/ORORO MUNROE S,84
PSYLOCKE/ELISABETH B,ROGUE /,82
PSYLOCKE/ELISABETH B,CONOVER-REV. WILLIA,61
PSYLOCKE/ELISABETH B,SUMMERS-MADELYNE MA,9
PSYLOCKE/ELISABETH B,DAZZLER II/ALLISON B,12
PSYLOCKE/ELISABETH B,TILBY-TRISH/PATRICI,61
TILBY-TRISH/PATRICI,WOLVERINE/LOGAN ,93
TILBY-TRISH/PATRICI,HAVOK/ALEX SUMMERS ,95
TILBY-TRISH/PATRICI,S'YM,15
TILBY-TRISH/PATRICI,STORM/ORORO MUNROE S,90
TILBY-TRISH/PATRICI,ROGUE /,30
TILBY-TRISH/PATRICI,CONOVER-REV. WILLIA,95
TILBY-TRISH/PATRICI,SUMMERS-MADELYNE MA,90
TILBY-TRISH/PATRICI,DAZZLER II/ALLISON B,28
DAZZLER II/ALLISON B,WOLVERINE/LOGAN ,55
DAZZLER II/ALLISON B,HAVOK/ALEX SUMMERS ,62
DAZZLER II/ALLISON B,S'YM,62
DAZZLER II/ALLISON B,STORM/ORORO MUNROE S,79
DAZZLER II/ALLISON B,ROGUE /,57
DAZZLER II/ALLISON B,CONOVER-REV. WILLIA,62
DAZZLER II/ALLISON B,SUMMERS-MADELYNE MA,25
SUMMERS-MADELYNE MA,WOLVERINE/LOGAN ,99
SUMMERS-MADELYNE MA,HAVOK/ALEX SUMMERS ,58
SUMMERS-MADELYNE MA,S'YM,23
SUMMERS-MADELYNE MA,STORM/ORORO MUNROE S,60
SUMMERS-MADELYNE MA,ROGUE /,86
SUMMERS-MADELYNE MA,CONOVER-REV. WILLIA,93
CONOVER-REV. WILLIA,WOLVERINE/LOGAN ,78
CONOVER-REV. WILLIA,HAVOK/ALEX SUMMERS ,91
CONOVER-REV. WILLIA,S'YM,86
CONOVER-REV. WILLIA,STORM/ORORO MUNROE S,55
CONOVER-REV. WILLIA,ROGUE /,76
ROGUE /,WOLVERINE/LOGAN ,51
ROGUE /,HAVOK/ALEX SUMMERS ,40
ROGUE /,S'YM,13
ROGUE /,STORM/ORORO MUNROE S,11
STORM/ORORO MUNROE S,WOLVERINE/LOGAN ,71
STORM/ORORO MUNROE S,HAVOK/ALEX SUMMERS ,73
STORM/ORORO MUNROE S,S'YM,74
S'YM,WOLVERINE/LOGAN ,41
S'YM,HAVOK/ALEX SUMMERS ,91
HAVOK/ALEX SUMMERS ,WOLVERINE/LOGAN ,66
COLOSSUS II/PETER RA,ROGUE /,92
COLOSSUS II/PETER RA,STORM/ORORO MUNROE S,9
COLOSSUS II/PETER RA,GATEWAY,49
COLOSSUS II/PETER RA,WOLVERINE/LOGAN ,32
COLOSSUS II/PETER RA,LONGSHOT,91
COLOSSUS II/PETER RA,DAZZLER II/ALLISON B,66
COLOSSUS II/PETER RA,PIPELINE/CORMICK GRI,73
COLOSSUS II/PETER RA,PUNCHOUT,39
COLOSSUS II/PETER RA,SUMMERS-MADELYNE MA,12
COLOSSUS II/PETER RA,RANSOME-JENNIFER AM,47
COLOSSUS II/PETER RA,HAVOK/ALEX SUMMERS ,28
COLOSSUS II/PETER RA,HAWKSHAW,31
COLOSSUS II/PETER RA,PSYLOCKE/ELISABETH B,28
PSYLOCKE/ELISABETH B,ROGUE /,60
PSYLOCKE/ELISABETH B,STORM/ORORO MUNROE S,57
PSYLOCKE/ELISABETH B,GATEWAY,27
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN ,95
PSYLOCKE/ELISABETH B,LONGSHOT,100
PSYLOCKE/ELISABETH B,DAZZLER II/ALLISON B,70
PSYLOCKE/ELISABETH B,PIPELINE/CORMICK GRI,75
PSYLOCKE/ELISABETH B,PUNCHOUT,63
PSYLOCKE/ELISABETH B,SUMMERS-MADELYNE MA,99
PSYLOCKE/ELISABETH B,RANSOME-JENNIFER AM,68
PSYLOCKE/ELISABETH B,HAVOK/ALEX SUMMERS ,86
PSYLOCKE/ELISABETH B,HAWKSHAW,55
HAWKSHAW,ROGUE /,7
HAWKSHAW,STORM/ORORO MUNROE S,49
HAWKSHAW,GATEWAY,76
HAWKSHAW,WOLVERINE/LOGAN ,75
HAWKSHAW,LONGSHOT,90
HAWKSHAW,DAZZLER II/ALLISON B,47
HAWKSHAW,PIPELINE/CORMICK GRI,96
HAWKSHAW,PUNCHOUT,90
HAWKSHAW,SUMMERS-MADELYNE MA,15
HAWKSHAW,RANSOME-JENNIFER AM,82
HAWKSHAW,HAVOK/ALEX SUMMERS ,34
HAVOK/ALEX SUMMERS ,ROGUE /,65
HAVOK/ALEX SUMMERS ,STORM/ORORO MUNROE S,4
HAVOK/ALEX SUMMERS ,GATEWAY,20
HAVOK/ALEX SUMMERS ,WOLVERINE/LOGAN ,45
HAVOK/ALEX SUMMERS ,LONGSHOT,92
HAVOK/ALEX SUMMERS ,DAZZLER II/ALLISON B,27
HAVOK/ALEX SUMMERS ,PIPELINE/CORMICK GRI,61
HAVOK/ALEX SUMMERS ,PUNCHOUT,61
HAVOK/ALEX SUMMERS ,SUMMERS-MADELYNE MA,7
HAVOK/ALEX SUMMERS ,RANSOME-JENNIFER AM,5
RANSOME-JENNIFER AM,ROGUE /,42
RANSOME-JENNIFER AM,STORM/ORORO MUNROE S,11
RANSOME-JENNIFER AM,GATEWAY,26
RANSOME-JENNIFER AM,WOLVERINE/LOGAN ,6
RANSOME-JENNIFER AM,LONGSHOT,8
RANSOME-JENNIFER AM,DAZZLER II/ALLISON B,5
RANSOME-JENNIFER AM,PIPELINE/CORMICK GRI,39
RANSOME-JENNIFER AM,PUNCHOUT,33
RANSOME-JENNIFER AM,SUMMERS-MADELYNE MA,38
SUMMERS-MADELYNE MA,ROGUE /,89
SUMMERS-MADELYNE MA,STORM/ORORO MUNROE S,97
SUMMERS-MADELYNE MA,GATEWAY,82
SUMMERS-MADELYNE MA,WOLVERINE/LOGAN ,26
SUMMERS-MADELYNE MA,LONGSHOT,33
SUMMERS-MADELYNE MA,DAZZLER II/ALLISON B,89
SUMMERS-MADELYNE MA,PIPELINE/CORMICK GRI,19
SUMMERS-MADELYNE MA,PUNCHOUT,28
PUNCHOUT,ROGUE /,63
PUNCHOUT,STORM/ORORO MUNROE S,37
PUNCHOUT,GATEWAY,78
PUNCHOUT,WOLVERINE/LOGAN ,21
PUNCHOUT,LONGSHOT,96
PUNCHOUT,DAZZLER II/ALLISON B,2
PUNCHOUT,PIPELINE/CORMICK GRI,53
PIPELINE/CORMICK GRI,ROGUE /,26
PIPELINE/CORMICK GRI,STORM/ORORO MUNROE S,35
PIPELINE/CORMICK GRI,GATEWAY,45
PIPELINE/CORMICK GRI,WOLVERINE/LOGAN ,67
PIPELINE/CORMICK GRI,LONGSHOT,7
PIPELINE/CORMICK GRI,DAZZLER II/ALLISON B,77
DAZZLER II/ALLISON B,ROGUE /,4
DAZZLER II/ALLISON B,STORM/ORORO MUNROE S,11
DAZZLER II/ALLISON B,GATEWAY,36
DAZZLER II/ALLISON B,WOLVERINE/LOGAN ,40
DAZZLER II/ALLISON B,LONGSHOT,87
LONGSHOT,ROGUE /,1
LONGSHOT,STORM/ORORO MUNROE S,31
LONGSHOT,GATEWAY,91
LONGSHOT,WOLVERINE/LOGAN ,24
WOLVERINE/LOGAN ,ROGUE /,25
WOLVERINE/LOGAN ,STORM/ORORO MUNROE S,98
WOLVERINE/LOGAN ,GATEWAY,20
GATEWAY,ROGUE /,36
GATEWAY,STORM/ORORO MUNROE S,79
STORM/ORORO MUNROE S,ROGUE /,83
TIGRA/GREER NELSON,THOR/DR. DONALD BLAK,4
TIGRA/GREER NELSON,IRON MAN/TONY STARK ,66
TIGRA/GREER NELSON,SILVER SURFER/NORRIN,56
TIGRA/GREER NELSON,MOLECULE MAN/OWEN RE,46
TIGRA/GREER NELSON,CAPTAIN AMERICA,40
CAPTAIN AMERICA,THOR/DR. DONALD BLAK,92
CAPTAIN AMERICA,IRON MAN/TONY STARK ,59
CAPTAIN AMERICA,SILVER SURFER/NORRIN,55
CAPTAIN AMERICA,MOLECULE MAN/OWEN RE,74
MOLECULE MAN/OWEN RE,THOR/DR. DONALD BLAK,88
MOLECULE MAN/OWEN RE,IRON MAN/TONY STARK ,95
MOLECULE MAN/OWEN RE,SILVER SURFER/NORRIN,87
SILVER SURFER/NORRIN,THOR/DR. DONALD BLAK,57
SILVER SURFER/NORRIN,IRON MAN/TONY STARK ,31
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,24
CAPTAIN AMERICA,SOUTHERN-CANDY,86
CAPTAIN AMERICA,WASP/JANET VAN DYNE ,37
CAPTAIN AMERICA,ANGEL/WARREN KENNETH,44
